row_id,tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg,SN,Qingress
390,122220263,0.01,1,290.020843,36.6377055,9.03609,1688.53,11.3443,7.09064,766.362,14,1,2,1.72892141,1.226,6113.4,4.08924,8.740991,0.179153
391,122612091,0.01,1,41.04004079,-30.16904484,10.4614,1383.4,2.21662,3.88358,3993.93,3,2,2,2.30663753,1.03,6086,3.60099,50.38602,0.361207
392,122613513,0.01,1,41.18849573,-32.21090736,10.5012,1411.36,11.493,2.33556,1535.52,4,2,2,0.673360646,0.69,4529,4.5562,9.115541,0.0819
393,123482865,0.01,1,115.1027427,-42.15465018,9.4727,1496.86,13.112,2.49879,2445.53,7,3,1,1.4879669,1.04,5605,4.11929,10.43084,0.111724
394,123664207,0.01,1,89.74609459,-21.57558168,11.433,2210.73,15.098,2.09353,1704.33,33,2,1,0.5598451,0.66,4466,4.62878,7.14229,0.0777044
395,123702439,0.01,1,115.6388475,-43.55384306,10.1374,1500.11,8.5214,2.76542,1479.24,7,3,1,1.01260936,1.21,5943,4.54977,14.20097,0.10168
396,123846039,0.01,1,103.3692784,-6.507507557,9.3722,2210.74,10.0589,3.67981,4704.72,33,1,2,1.03258729,1.003,5589,4.42663,63.6324,0.290974
397,123898871,0.01,0,90.91603057,-19.04086673,9.84786,2201.82,4.90939,4.12698,12846.8,33,2,1,1.65107942,1.629,7210.49756,4.19046,63.7326,0.484811
398,124573851,0.01,1,158.9006588,-5.181683878,10.1755,1546.14,3.94658,2.71773,776.917,9,1,4,1.046053,0.996,5459,4.44576,10.54663,0.0682
399,124709665,0.01,0,104.7269721,-10.58044517,9.2995,2202.28,1.86759,2.21186,1657.15,33,2,3,5.73255,,8232,,36.0812,1.10593
400,125442121,0.01,1,351.5797035,38.55297509,11.029,1739.33,3.01963,3.58821,12962.2,16,1,4,1.605409,1.59,6716.17773,4.23768,27.79186,0.349897
401,125552076,0.01,1,145.2230246,27.95018201,11.655,2609.4,2.04363,1.81399,11940.4,48,1,4,1.19507563,0.98,5393,4.32419,64.30743,0.466267
402,125735470,0.01,1,56.66028724,27.47161193,9.08995,2502.77,4.71284,1.59807,2438.37,44,1,4,1.62249815,,5626.5,,18.53547,0.799034
403,125739286,0.01,1,215.1228711,-31.2020661,10.5288,2338.02,4.51132,4.67244,10726,38,1,4,1.60994053,1.34,6540.56,4.10041,99.87132,0.481807
404,125894957,0.01,1,115.280399,-26.07095327,10.5484,2231.18,2.67387,5.43471,2626.8,34,2,2,36.4796562,,4132.45752,,19.19407,2.71736
405,126733133,0.01,1,136.9551735,-51.86711017,10.027,1517.45,1.46878,0.861887,1271.49,8,3,1,1.426636,1.27,5648.795,4.31015,16.84017,0.0278575
406,126737992,0.01,1,136.9195402,-50.64030073,8.2938,1527.55,10.2036,0.909591,955.309,8,3,1,1.88613021,1.75,7035.9,4.1142,7.601269,0.0264
407,127315102,0.01,0,217.2798218,-43.3618994,8.4672,2338.85,10.8519,3.4117,2673.44,38,1,2,2.62810135,1.54,6670.27539,3.80913,29.61538,1.70585
408,127530399,0.01,1,217.6091217,-46.15920078,11.1116,1602.86,14.2674,3.13441,18454.2,11,1,2,0.734074354,0.76,4812.34,4.52376,82.32563,0.343026
409,127793615,0.01,1,218.270246,-43.2984011,10.9805,2337.11,18.559,6.86717,97557.9,38,1,2,1.50325477,1.22,5898.75,4.19895,213.4173,2.15731
410,128449971,0.01,1,219.3894506,-42.02931825,10.7347,2346.08,12.7006,2.59549,5641.95,38,1,2,1.09259152,1.24,6200.5,4.44427,16.00344,1.29774
411,128463355,0.01,0,118.0595703,-29.71402972,10.1078,2229.33,10.9138,2.60664,7362.34,34,2,2,2.24410582,1.252,6277.42,3.81475,30.58714,1.30332
412,128790976,0.01,1,300.2125855,-43.98201554,7.2235,1657.43,3.51951,2.90726,5623.71,13,1,2,1.5671227,1.42,6541,4.2411,107.4599,1.45363
413,129637892,0.01,1,321.1149405,-37.85015398,9.0284,2062.47,5.44902,4.72493,1229.65,28,1,1,1.84101129,1.35,6220.5,4.06263,31.32257,0.153556
414,129839175,0.01,1,55.26981108,-36.94386524,11.0529,2144.98,0.646157,1.19638,6290.62,31,3,1,0.9200944,0.9,5792,4.27128,76.76606,0.598191
415,129979528,0.01,1,36.71274281,37.55048271,7.87611,1791.41,1.21987,2.85912,13397.3,18,1,2,1.55864453,1.653,7398.5,4.24679,93.29859,0.288315
416,130181866,0.01,1,117.4794185,27.36318294,6.2683,1845.37,7.10815,3.22734,558.008,20,1,4,0.8966361,1.01,5713.5,4.53108,16.19873,0.073
417,130415266,0.01,1,104.7499202,-47.02334726,7.3123,2231.76,18.4238,6.46896,7823.41,34,3,4,1.81708,2.69,9624,4.34907,169.1661,0.611749
418,131081852,0.01,1,189.7622663,-31.99215025,9.9575,1575.75,13.274,6.71074,21336.7,10,1,2,1.26126,,5443.99,,202.2725,1.09387
419,131419878,0.01,0,118.0372622,-37.79905482,8.8154,1494.1,3.15935,2.21024,272.563,7,3,1,1.52286315,1.41,6482.267,4.20216,7.501347,0.0423
420,131743355,0.01,1,118.4764425,-39.99301694,9.3761,2235.31,13.1224,1.56583,3741.75,34,3,1,1.72483,2.84,9162,4.41789,26.55191,0.782913
421,131979339,0.01,1,118.913644,-37.85770137,8.2268,2239.48,12.4369,4.01221,3084.66,34,3,1,2.41805,2.42,8425.5,4.05495,23.31534,2.00611
422,133334108,0.01,1,120.787363,-38.74156235,8.9454,1493.91,2.85484,8.26359,463.324,7,3,1,,,,,13.17613,4.1318
423,133654092,0.01,0,121.1851117,-41.55982516,10.4527,2230.09,1.97494,2.48603,1224.62,34,3,1,152.478,,3551.705,,14.9447,0.132019
424,134200185,0.01,1,106.5582312,-47.58718591,9.4022,1491.96,0.548111,0.944434,206.752,7,3,4,0.728093266,0.7,4500,4.53093,7.540366,0.0144
425,134396419,0.01,0,122.2729492,-37.06187782,10.2681,2229.66,4.36813,1.39218,927.765,34,3,1,,,9156.5,,9.453327,0.0599
426,134404603,0.01,0,122.3402676,-39.16491887,9.836,2232.28,4.96976,1.63912,15873.6,34,3,1,1.27302921,1.03,5368.95,4.29773,100.1158,0.819558
427,134471108,0.01,1,108.0666446,-44.02746673,11.6751,2203.66,5.32533,2.0386,2048.7,33,3,4,0.6136043,0.64,4159.6,4.60684,8.37481,0.0823128
428,134537478,0.01,1,108.3014748,-42.40975427,10.3887,1493.27,1.71002,2.19629,11391.4,7,3,4,1.56590509,1.06,5622.267,4.10648,176.2395,0.659535
429,135083444,0.01,1,184.3670603,19.84000518,10.0721,1899.61,2.79179,1.46643,1018.98,22,1,1,1.19915187,1.134,5955.6665,4.36174,10.22836,0.733213
430,136274063,0.01,1,230.4988465,-53.8195796,9.9806,2333.88,0.597245,0.981297,1172.05,38,2,4,2.195457,1.81,7080.52,3.9781,19.79713,0.0312
431,136916387,0.01,1,230.4506297,-48.31762847,5.0494,1631.8,19.0923,3.01743,358.47,12,1,1,1.02607,1.03,5739,4.42855,13.9966,0.0686
432,137500798,0.01,1,132.6351809,82.92719663,10.3042,2588.74,13.2195,4.94315,718.763,47,3,2,1.59474444,1.4,6749.78271,4.13894,7.909628,0.124999
433,137906197,0.01,1,152.1029472,55.54007552,9.91008,1871.24,7.33398,4.55417,836.64,21,2,3,1.1443063,1.104,5863,4.4016,13.22166,0.123295
434,138017750,0.01,1,50.80058856,33.07838363,7.42812,1792.46,2.47277,2.42335,2919.6,18,1,4,2.14786434,1.148,6057.6665,3.84206,54.22364,0.764271
435,138126035,0.01,1,196.7364258,16.54944814,9.84325,1935,9.66328,3.07607,917.617,23,1,2,0.999309659,1.002,5550.39,4.46148,8.126356,0.0843
436,138168780,0.01,1,94.79321242,73.82766444,9.88278,1817.58,3.76509,2.99049,13419.8,19,2,1,1.44311106,1.432,6542,4.29084,149.8497,0.579663
437,138294130,0.01,1,229.9913356,36.22964944,10.6506,1955.92,3.05653,4.24375,8416.11,24,1,2,1.61567461,1.1,5926.5,4.07191,96.04113,0.335408
438,138361973,0.01,1,293.7649964,37.53893075,9.7604,2390.87,1.88215,2.32688,855.615,40,1,2,1.18392718,1.14,5900.425,4.39124,20.37967,0.0629
439,138475192,0.01,1,95.54791444,83.86129441,11.4102,2581.52,2.95946,0.782854,2005.3,47,3,2,1.25701535,0.98,5383.1333,4.27915,10.01621,0.0384479
440,138588540,0.01,1,176.3805765,65.54098494,8.0621,1689.19,14.209,3.60626,548.436,14,4,4,0.74319905,0.94,5372,4.67802,8.054847,0.114836
441,138727432,0.01,1,32.91424387,-37.89292809,10.7598,2119.24,6.86487,3.90838,5253.41,29,2,2,1.40207446,1.08,5877.6665,4.19176,47.15681,0.584078
442,138762614,0.01,1,164.2549881,24.88242621,11.1341,1904.15,16.7961,3.49893,1816.28,22,1,3,0.5360609,0.573516,4006.68,4.66612,8.712941,0.143568
443,138819293,0.01,1,175.5462224,26.70657169,8.40346,1899.67,2.64397,0.954893,6480.56,22,1,1,0.425432,0.419868,3660.42,4.80352,124.2198,0.169044
444,138968089,0.01,1,295.1011006,40.98669336,11.6459,1711.57,0.64073,0.849306,1433.13,15,1,1,1.46938193,1.058,5752.5,4.1262,8.068553,0.247622
445,139148528,0.01,1,344.622709,-44.71686869,10.2768,1326.33,8.27977,3.39097,614.457,1,2,3,0.9352845,0.97,5443.6,4.50274,8.055228,0.0792
446,139198430,0.01,1,345.6311361,-46.08518546,9.3059,1333.09,15.3508,1.81019,4202.37,1,2,3,0.9418599,,6326,,27.93132,0.905097
447,139251123,0.01,1,347.1359806,-45.02650818,10.6292,2066.15,10.7629,4.32635,1911.99,28,2,3,2.32819557,0.94,5393.967,3.68037,15.22729,0.167099
448,139285832,0.01,1,348.0587335,-44.87632423,11.5273,2062.45,0.776921,1.54876,1190.96,28,2,3,0.993732333,0.88,5106.5,4.41935,14.34785,0.10032
449,139528693,0.01,1,63.75626832,-22.11641776,11.8282,1438.2,2.17535,4.70968,7811.95,5,2,1,2.00940871,1.23,6316.5,3.89914,68.88826,0.367036
450,139733308,0.01,1,67.22284663,-21.48196186,11.9012,1441.13,4.76345,2.91652,13112.1,5,2,1,0.880619049,0.9,5220.136,4.50779,62.6621,0.276833
451,139853601,0.01,0,112.2940078,-21.8329309,8.45086,2228.88,0.68087,2.46346,1507.8,34,2,1,,,9438,,49.78632,1.23173
452,140068425,0.01,1,330.3015634,-49.06001097,9.7828,1327.4,2.28138,0.713362,1025.06,1,2,4,2.41896486,1.2,6114.15039,3.77323,11.53861,0.0217
453,140706664,0.01,1,128.3820111,-43.82844011,10.7173,2255.07,3.28868,4.52828,2086.11,35,3,1,,,8734.25,,15.19102,2.26414
454,140760434,0.01,0,74.13024227,-74.92044562,10.779,1602.52,18.2376,11.2852,5946.74,11,4,2,1.98893,,5821.5,,31.91918,1.08788
455,140830390,0.01,0,75.62728195,-72.91413906,11.7106,1608.33,12.8375,9.90406,10292.6,11,4,2,2.609015,1.05,5406.75,3.68114,34.73516,0.915771
456,141205978,0.01,1,185.9002834,50.54467349,11.7201,2608.23,1.55748,1.44643,3576.63,48,4,4,0.8396051,0.92,5564.4,4.46212,25.0993,0.12665
457,141227133,0.01,1,129.3153851,-47.38350402,10.251,2255.12,2.42259,2.84815,5858.81,35,3,1,212.512,,3300,,48.13712,0.840263
458,141363913,0.01,1,129.4624131,-43.04201293,9.9223,2255.2,3.47824,2.49388,1246.58,35,3,1,3.41164136,1.2,5420,3.53482,17.67665,0.47015
459,141663464,0.01,1,228.6291491,-43.38701853,7.185,2335.33,1.76433,2.96783,2291.85,38,1,2,5.08456,,8049,,50.13124,0.470175
460,141776043,0.01,1,117.7125426,-21.015737,11.2295,2232.72,4.0618,4.20225,4050.6,34,2,3,1.59435916,,6194.467,,24.27809,2.10112
461,142087638,0.01,1,98.44237797,-74.19012304,11.1464,2120.13,20.3645,4.49866,1202.11,29,4,2,1.10321879,1.16,6128.44336,4.35874,8.412591,0.140849
462,142090065,0.01,1,79.07365908,79.73767064,9.01249,1816.94,2.82625,1.08941,947.511,19,3,2,1.49260831,1.566,7024.355,4.27732,12.86971,0.0612
463,142117976,0.01,1,81.23935333,79.7497734,8.75584,1845.74,20.0243,9.04741,247.873,20,3,2,1.176643,1.329,6385.29346,4.43957,7.858011,0.132929
464,142276270,0.01,1,192.1848886,64.8553193,8.9361,1686.04,12.5848,2.76185,1798.61,14,4,1,0.9945451,1.03,5729,4.47047,7.396528,0.189026
465,142378043,0.01,1,181.6324635,-31.64567636,9.8916,2307.43,1.83633,1.0111,849.35,37,1,1,1.64249361,1.33,6311.5,4.14721,13.09457,0.0275
466,142381532,0.01,1,196.2203561,63.75379097,9.7722,1715.18,13.5573,5.61196,4788.42,15,4,1,0.7924359,0.77,4830.51465,4.49442,34.23318,0.349589
467,142387023,0.01,1,197.7311872,61.74477872,8.9754,1902.35,22.8102,4.15279,1117.15,22,4,2,0.832760334,0.88,5164,4.5502,11.5296,0.123399
468,142394656,0.01,1,198.3892036,62.30544585,10.1495,1711.75,8.15814,3.96556,9634.97,15,4,1,0.922666132,0.87,5091.24658,4.46736,46.57551,0.385039
469,142868621,0.01,1,50.94278894,-31.26490015,10.208,2147.69,9.324,4.37064,1199.05,31,2,1,0.9867338,1.08,5920,4.48242,10.747,0.175452
470,142918609,0.01,1,119.3499657,-19.51603139,9.7925,2236.27,14.5432,6.91614,8269.92,34,2,3,1.62661457,,7414,,31.63474,3.45807
471,142937186,0.01,1,52.2909729,-31.3630447,9.0138,2144.81,1.30596,0.791057,642.415,31,2,1,0.6072236,0.64,4217.073,4.58062,15.59848,0.0326
472,143257766,0.01,1,293.3892024,-45.89268416,10.4063,2037.11,1.66208,3.54175,5754.5,27,1,2,1.57461512,1.65,7263.325,4.22579,51.48788,0.3908
473,143350972,0.01,0,82.24636675,-17.42924055,7.6818,1438.05,1.08199,1.62417,268.575,5,2,3,1.02099025,1.03,5759.25,4.43812,18.91718,0.025
474,143526444,0.01,1,125.6450635,-19.25463447,9.3309,2239.62,11.3929,5.02465,642.635,34,2,3,3.82289672,,5787.15,,9.331345,0.115008
475,143994283,0.01,1,119.3007689,-42.9990841,10.5551,2256.51,1.91037,1.9801,690.039,35,3,1,1.223442,1.35,6022.65,4.45502,8.197057,0.0867
476,144000801,0.01,1,336.2788398,-52.53662181,11.0075,2063.14,1.31038,1.62402,3904.28,28,2,4,0.9427119,0.89,5177.497,4.45189,27.59405,0.812011
477,144043410,0.01,1,126.7551332,-20.68014942,10.5484,2230.66,6.26365,5.364,7043.28,34,2,4,1.96697271,1.5,6969.19727,3.99303,16.54747,0.444164
478,144065872,0.01,1,337.4572324,-48.00306924,9.4995,1326.51,2.18467,2.86712,11791.6,1,2,3,1.23186564,1.03,5761,4.2653,260.5158,0.306282
479,144193715,0.01,1,327.7534978,-43.56235613,10.339,1333.42,9.15501,2.56114,802.242,1,1,1,0.8256796,0.9,5144.815,4.59327,8.317857,0.132375
480,144276942,0.01,1,353.9040839,-44.80882279,11.9699,2062.24,1.53516,0.967828,2861.11,28,2,4,0.675513,0.64,4215,4.50043,10.05412,0.483914
481,144297844,0.01,1,178.8908058,-10.02907621,11.9522,2551.88,3.49998,2.08246,2203,46,1,3,0.784523,0.93,5335,4.59173,8.912586,0.129597
482,144336525,0.01,1,356.1149099,-46.86658006,11.7549,2061.9,0.247358,0.895044,2301.29,28,2,4,1.25409973,0.94,6316,3.92813,21.09406,0.447522
483,144401492,0.01,1,178.0465607,35.17178678,11.1476,1911.67,12.8912,2.22763,3496.12,22,2,3,0.7077351,0.793,4809.35742,4.6604,12.91021,0.113157
484,144440290,0.01,1,359.1615035,-44.71907803,8.7635,1363.54,13.0079,1.12924,1669.9,2,2,4,1.0858022,1.02,5678.6333,4.38728,18.96837,0.0453712
485,144441148,0.01,1,207.9061694,33.49243318,8.70842,1931.25,5.81822,1.19437,1069.57,23,2,3,1.902637,1.092,6058.65039,3.87842,13.16152,0.285601
486,144645881,0.01,1,229.731091,-44.50033467,9.326,2338.91,8.90075,1.81789,1561.59,38,1,2,1.62264729,1.38,6600,4.09083,13.34071,0.908945
487,144956678,0.01,0,122.0686445,-35.55948936,9.9071,2228.95,1.5136,2.44007,745.139,34,3,1,3.21059871,1.11,5486.1,3.54868,14.43613,0.0808
488,145027461,0.01,1,122.2574891,-30.7879517,10.4029,2229.63,1.07248,2.41849,695.889,34,2,2,7.968753,,5001.6,,11.77765,0.831069
489,145879095,0.01,1,132.8739702,-51.32823377,9.9794,2255.25,2.80534,3.05171,3029.59,35,3,1,4.24223328,,7573.3335,,37.23067,0.998999
490,145982812,0.01,1,133.1452668,-50.00883372,10.4708,2255.43,0.829004,1.96617,411.563,35,3,1,2.6535058,2.56,6991.095,4.02612,8.653033,0.0385
491,146172354,0.01,1,157.8670477,-42.24019964,10.2855,2281.27,3.77965,3.34268,2700.12,36,2,2,1.1651454,1.03,5708,4.31043,35.53711,0.154438
492,146244533,0.01,1,133.5421192,-48.07281682,10.5387,2261.32,17.6196,5.54219,4090.05,35,3,1,1.58121,2.06,8072,4.35395,28.64581,2.77109
493,146282666,0.01,1,35.98821362,-34.10943594,9.1259,1389.33,9.0772,6.17556,415.613,3,2,2,1.25552118,1.14,5978.5,4.32183,9.110428,0.504116
494,146406806,0.01,1,123.7335319,-31.60831606,10.3979,2237.95,13.9479,4.37699,7968.28,34,2,2,,,9593,,37.38978,2.18849
495,146467675,0.01,0,76.08191052,-20.73126578,9.70467,2175.15,1.6364,2.30104,608.887,32,2,2,1.64803743,1.068,5947.5,3.99479,11.14178,1.15052
496,146520535,0.01,1,76.64954663,-20.24559546,11.0462,2178.3,12.9173,4.75489,4968.57,32,2,2,0.9083304,0.814,4921.93359,4.43049,9.997245,0.556049
497,146523262,0.01,1,76.73703154,-18.90465186,10.2994,2174.84,3.75921,2.99617,892.114,32,2,3,1.196133,1.466,6206.97656,4.59121,13.0319,0.104119
498,146589986,0.01,1,159.2215943,-42.54166647,9.7611,2283.83,5.66447,3.64597,3449.58,36,2,2,2.33837,2.68,9516.75,4.12838,21.53271,0.194698
499,146776480,0.01,1,124.3550254,-34.46464265,10.4767,2236.97,14.4366,1.38307,2268.74,34,2,2,0.494575,0.492668,3821,4.74216,8.201507,0.125626
500,147203645,0.01,1,323.1959072,-44.01778439,10.7258,2065.31,5.06136,1.56803,5410.55,28,1,1,1.04980958,0.94,5254,4.40931,30.13218,0.784016
501,147340931,0.01,0,162.9168768,-44.98470711,10.5287,2284.12,4.31163,3.00174,10483.7,36,2,2,1.70014679,1.44,6549,4.12303,56.15675,0.568179
502,147576037,0.01,1,144.341553,68.45865747,9.6043,2394.6,13.0743,3.20732,4199.87,40,4,3,3.80829763,1.11,5709.80029,3.37311,26.68993,1.60366
503,147660201,0.01,0,163.9094233,-42.8493571,11.1557,1543.34,0.579627,1.36067,966.257,9,2,2,1.05525577,0.88,4983.89,4.34766,12.98377,0.0717
504,147950620,0.01,1,167.8204822,69.96470846,10.4782,1684.92,2.31064,1.59097,6362.21,14,4,3,0.980981052,0.918,5339.9,4.4073,73.74091,0.302891
505,147951030,0.01,1,167.8659446,71.54092802,10.4547,2580.58,10.1054,2.4715,778.628,47,4,3,0.894115031,0.962,5425.5,4.5359,6.451389,0.315197
506,147977348,0.01,1,99.73461429,-36.64615118,10.0367,2205.3,5.00383,3.67081,6868.63,33,3,1,2.197605,1.3,6107.15039,3.91261,90.1416,1.21568
507,148228019,0.01,1,101.1887639,-36.65730296,8.2488,1470.74,18.0892,2.51882,5503.43,6,3,1,2.02491021,,7252.28662,,80.68892,1.25941
508,148659924,0.01,1,114.8644486,-32.90377097,10.3437,2235.4,14.7501,4.67177,2393.2,34,2,2,,,9260.25,,18.84786,0.82969
509,148679712,0.01,1,172.1711506,46.48058869,10.1345,1901.51,4.92631,3.15358,733.784,22,2,3,0.981650352,0.946,5571.5,4.3631,10.66029,0.12483
510,148782377,0.01,1,219.0373962,42.37827467,8.39816,1745.71,14.4228,5.15683,1095.66,16,4,4,1.3695389,1.276,6464,4.24518,17.86783,0.155466
511,148914726,0.01,1,187.0559697,67.23998302,10.1313,1683.41,1.26155,1.14387,2867.09,14,4,1,0.783587754,0.81,4927.915,4.56781,31.47142,0.293322
512,149010208,0.01,1,3.394101053,-31.33439593,11.681,1356.62,3.43705,4.2541,14925.8,2,1,2,1.7927072,1.31,6736.6665,3.97557,81.60715,0.793982
513,149301575,0.01,1,82.97944402,-60.47711615,10.3046,1630.36,8.18611,7.5,13154.7,12,4,4,1.13251483,1.04,6005.5,4.26379,-1,0.731899
514,149496868,0.01,1,164.3761846,12.5356338,11.9783,2527.12,3.43549,2.29726,2379.12,46,4,1,0.7576308,0.79,4919.4,4.52848,15.85252,0.0982
515,149539158,0.01,1,86.01858199,-59.94606122,9.1251,2256.97,2.23388,3.04,318.921,35,4,4,1.488548,1.29,6677.30957,4.10848,8.422235,0.0749
516,149601557,0.01,0,87.28250849,-60.49853276,10.0163,2208.56,16.2768,7.2736,1408.07,33,4,4,2.01294,,6099,,16.8766,1.62892
517,149603524,0.01,1,87.13997409,-63.98844079,9.7109,1326.08,4.41201,3.76596,13918,1,4,4,1.2982651,1.28,6125.95,4.37665,209.1517,0.374746
518,149833117,0.01,1,104.6285326,67.67729428,9.52339,1843.55,4.05217,2.61663,8564.57,20,2,2,1.34394515,1.368,6564.027,4.30996,56.13378,0.61065
519,149845414,0.01,1,135.5458661,-3.4207695,8.90594,2233.98,16.0093,4.42651,410.74,34,1,1,1.205611,1.055,5941.15,4.26525,9.322537,0.491616
520,149969625,0.01,1,184.9003624,0.968389776,10.7875,2560.41,14.0666,2.70784,1450.83,46,4,1,0.8100507,0.868,5183.4,4.53051,7.969533,0.0965
521,149990841,0.01,1,90.66251819,-64.81954807,11.6349,1546.24,4.45332,2.03191,5516.52,9,4,4,,,5766,,29.6503,0.615438
522,150030205,0.01,1,90.98360774,-60.66631985,9.1059,1448.49,13.9782,4.93,514.322,5,4,4,0.786653638,0.86,5138,4.57337,7.982957,0.683651
523,150098860,0.01,1,91.79986213,-61.99691543,9.6878,1335.9,10.6877,2.25678,778.405,1,4,4,0.8540214,0.9,5350,4.50182,8.324794,0.0625
524,150151262,0.01,1,92.93613709,-65.82597211,9.9059,1470.87,10.2412,6.01724,1468.63,6,4,3,0.647255838,0.71,4680.87,4.5741,8.290013,0.944157
525,150167117,0.01,0,93.41367879,-62.21982221,11.1835,2065.86,13.5686,2.35421,16865.3,28,4,4,1.50769114,,5814,,46.03066,1.17711
526,150271680,0.01,1,94.75439348,-63.86451757,9.5215,1543.97,2.59501,2.50726,516.16,9,4,4,1.11981487,0.92,5644.01758,4.16991,11.78782,0.0519
527,150299840,0.01,1,95.24180573,-60.9559082,10.4223,2204.58,19.4748,7.48703,7627.03,33,4,4,1.73593926,1.48,7182.72266,4.02051,22.2283,0.745799
528,150428135,0.01,1,97.09678659,-65.57931155,10.9102,1388.24,16.0528,1.26116,3064.17,3,4,3,0.419457,0.413261,3998.78,4.80892,13.1852,0.0721
529,150430484,0.01,1,97.14324506,-61.15048678,11.9587,2147.11,5.15478,0.98265,2995.84,31,4,4,0.7426224,0.82,4953.81,4.59461,8.552049,0.18323
530,150437346,0.01,1,97.32076274,-65.33778042,11.6659,2037.13,1.39249,1.9812,7032.44,27,4,3,1.24353,1.04,5615,4.28989,45.33983,0.9906
531,151681127,0.01,1,166.889032,-40.20695806,9.1379,1552.92,10.1978,4.89256,15293.8,9,2,2,1.81545,2.13,8036,4.24848,141.0074,0.950348
532,151825527,0.01,1,167.9903888,-39.32779334,11.6739,1546.48,3.63357,1.78186,8756,9,2,3,0.544068,0.539888,4105.67725,4.69906,38.01564,0.142971
533,151959065,0.01,1,168.9985142,-36.45940317,11.955,1551.64,10.5408,6.23915,17246.5,9,2,3,1.63330948,1.4,6461,4.14494,64.96381,0.722283
534,152147232,0.01,1,169.9096602,-39.46211762,11.6713,1572.72,4.21334,3.18761,7329.7,10,2,4,1.5440712,1.28,6126.5,4.17503,40.17631,0.334718
535,152476657,0.01,1,62.61606656,-45.8982154,10.5831,1411.73,3.61078,3.48845,5482.44,4,3,1,1.67285478,1.36,6582.18,4.1187,48.78642,0.392042
536,152563846,0.01,1,172.2283597,-38.10727753,10.7194,1576.47,16.5279,3.71024,1208.96,10,2,4,0.6526201,0.69,5021.6,4.33211,8.527911,0.122962
537,152852327,0.01,1,182.16639,-8.747179633,11.0295,2287.11,9.15945,7.57646,1031.92,36,1,3,3.771036,,4869.66,,9.724094,0.225337
538,153065527,0.01,1,49.26240039,-42.24237171,11.2828,1388.57,13.1727,2.13115,2264.76,3,3,1,0.388609,0.378565,3802.11646,4.83718,9.361241,0.0962
539,153077621,0.01,1,49.66023409,-42.64235631,9.441,1414.22,18.0836,2.36842,7634.68,4,3,1,0.6809884,0.287,4920,4.95373,26.0447,1.18421
540,153651591,0.01,1,121.0092846,-26.16570336,10.5259,2230.77,2.14563,2.16801,1438.67,34,2,2,2.80165,2.39,9132,3.92164,13.66971,0.0759
541,153896150,0.01,1,131.2338954,75.10587073,11.8522,2581.34,2.78825,1.3698,3398.96,47,3,2,0.84138304,0.93,5357.25,4.55054,15.15587,0.6849
542,153949511,0.01,1,172.7483541,66.79658998,9.76775,1715.29,14.2435,3.63243,1259.1,15,4,4,0.8318232,0.976,5610,4.5609,7.254089,0.129929
543,153951307,0.01,1,201.3823979,68.83626556,11.2582,1684.3,3.29353,1.815,1255.54,14,4,1,0.5653462,0.606665,4055.39014,4.63168,10.40506,0.0694081
544,154089169,0.01,1,209.2181326,68.61801469,10.2549,1690.06,8.96107,2.87625,1082.92,14,4,1,0.778934062,0.85,5029.5,4.6074,10.0025,0.0841
545,154181821,0.01,1,213.8064231,67.76094528,11.9937,2616.8,15.3228,4.63108,2498.23,48,4,1,2.055489,,5911.6665,,11.02151,0.32555
546,154618248,0.01,1,345.7789014,-33.5003909,8.5509,1361.55,8.77043,1.14001,1294.73,2,1,1,1.41890526,,6549.36768,,15.80905,0.33446
547,154716798,0.01,1,158.0123699,84.0303674,10.7192,1694.04,12.64,3.38449,3136.58,14,4,2,0.771203,0.888,5234.05,4.59186,9.243787,0.192385
548,154840461,0.01,1,182.6923779,85.70508624,8.40534,1685.58,6.03604,1.39833,1642.38,14,4,2,1.80239534,1.689,6528.3,4.21073,28.27391,0.699165
549,154867950,0.01,1,188.3604929,84.679146,8.68013,1870.51,0.666561,1.18699,270.637,21,4,2,1.95887947,0.919,5342.6,3.80234,13.46364,0.0191
550,154872375,0.01,1,193.3955142,85.12947331,9.02855,1684.15,8.02786,4.4626,5721.97,14,4,2,1.20632493,1.155,5962.6665,4.37613,75.61832,0.294041
551,154927364,0.01,1,207.8748287,84.07158033,10.249,2393.4,6.97388,2.81762,10269.9,40,4,2,1.92431414,1.166,5821.6665,3.96606,76.9371,1.40881
552,155044736,0.01,1,122.8959567,-27.97181909,10.7069,2229.04,1.3735,1.65284,1062.61,34,2,2,6.28764153,,4927.533,,10.63923,0.0478
553,155114483,0.01,1,345.7483838,44.56488734,9.25068,1766.43,5.26515,2.74747,3512.15,17,1,4,1.70383,2.189,8110.25,4.31546,36.59221,0.83402
554,155491828,0.01,1,123.4885096,-24.71731693,11.1169,2233.49,16.0479,3.36449,13571.3,34,2,2,1.61775494,1.3,6337.5,4.14443,68.80363,0.340346
555,156115721,0.01,0,124.3593798,-27.27349179,9.2386,2229.98,2.50479,4.37976,2270.54,34,2,2,1.53429,,6385.5,,32.32508,1.52783
556,156987351,0.01,1,99.58141807,-47.61386025,8.8742,1469.87,3.06287,3.92513,6525.94,6,3,4,2.29051423,1.71,6824.56641,4.04653,20.20137,0.529946
